usia,jenis_kelamin,pekerjaan,durasi_tidur_menit,sering_terbangun_malam,mimpi_buruk,screen_sebelum_tidur,minum_kopi_hari_ini,merokok,konsumsi_alkohol,jam_kerja_menit,tingkat_beban_kerja,deadline_hari_ini,lembur,waktu_outdoor,aktivitas_hobi,suasana_hati,tingkat_kecemasan,tingkat_energi,konsentrasi,interaksi_sosial,konflik_interpersonal,merasa_kesepian,support_sistem,meditasi,stress_level
27,Perempuan,Irt,539.0,Ya,Tidak,49.0,Tidak,Tidak,Tidak,339.0,2,Tidak,Tidak,54.0,Ya,Positif,2.0,5,5,4,Tidak,Tidak,5,Ya,1
49,Perempuan,Guru,542.0,Ya,Tidak,40.0,Ya,Tidak,Tidak,478.0,2,Tidak,Ya,72.0,Tidak,Positif,1.3,4,5,3,Tidak,Tidak,4,Tidak,1
27,Laki-laki,Dokter,467.0,Tidak,Tidak,79.0,Tidak,Tidak,Tidak,361.0,1,Tidak,Ya,77.0,Ya,Netral,1.8,4,5,5,Tidak,Tidak,4,Ya,1
27,Laki-laki,Guru,605.0,Tidak,Tidak,23.0,Tidak,Tidak,Tidak,321.0,2,Tidak,Tidak,52.0,Ya,Negatif,1.1,4,5,3,Tidak,Tidak,4,Tidak,1
44,Laki-laki,Guru,444.0,Tidak,Tidak,54.0,Tidak,Tidak,Tidak,546.0,3,Ya,Tidak,38.0,Ya,Positif,3.2,3,3,3,Ya,Tidak,3,Ya,2
20,Laki-laki,Irt,449.0,Tidak,Tidak,32.0,Tidak,Tidak,Tidak,432.0,3,Tidak,Tidak,63.0,Tidak,Negatif,2.8,4,3,3,Tidak,Ya,3,Tidak,2
28,Perempuan,Mahasiswa,445.0,Tidak,Ya,68.0,Ya,Tidak,Ya,556.0,4,Ya,Tidak,70.0,Tidak,Netral,2.4,3,3,4,Tidak,Ya,3,Ya,2
47,Laki-laki,Karyawan,395.0,Ya,Tidak,51.0,Tidak,Ya,Tidak,514.0,5,Ya,Ya,12.0,Tidak,Campur,4.3,2,1,2,Tidak,Ya,2,Tidak,3
23,Perempuan,Freelancer,356.0,Ya,Tidak,60.0,Ya,Tidak,Tidak,559.0,4,Tidak,Ya,14.0,Tidak,Negatif,4.2,2,1,2,Tidak,Tidak,1,Tidak,3
21,Laki-laki,Mahasiswa,505.0,Tidak,Tidak,29.0,Tidak,Tidak,Tidak,287.0,2,Tidak,Tidak,105.0,Ya,Positif,2.1,4,4,4,Tidak,Tidak,5,Ya,1
23,Laki-laki,Karyawan,479.0,Ya,Ya,65.0,Tidak,Ya,Ya,497.0,4,Tidak,Ya,48.0,Tidak,Campur,2.9,3,3,4,Tidak,Tidak,4,Ya,2
35,Laki-laki,Karyawan,416.0,Ya,Tidak,43.0,Tidak,Tidak,Tidak,373.0,3,Tidak,Ya,56.0,Ya,Netral,2.8,4,3,3,Tidak,Tidak,3,Tidak,2
39,Perempuan,Karyawan,226.0,Ya,Ya,72.0,Ya,Tidak,Tidak,629.0,4,Tidak,Ya,33.0,Tidak,Negatif,4.2,2,1,2,Ya,Ya,2,Tidak,3
28,Perempuan,Mahasiswa,507.0,Tidak,Tidak,26.0,Ya,Tidak,Tidak,399.0,3,Tidak,Tidak,95.0,Tidak,Positif,1.2,4,5,4,Tidak,Tidak,5,Ya,1
29,Laki-laki,Karyawan,418.0,Tidak,Ya,11.0,Tidak,Tidak,Tidak,372.0,2,Tidak,Tidak,83.0,Ya,Netral,1.5,4,4,5,Tidak,Tidak,4,Tidak,1
42,Perempuan,Karyawan,399.0,Ya,Ya,40.0,Tidak,Tidak,Ya,473.0,3,Ya,Tidak,57.0,Tidak,Netral,2.4,4,3,2,Ya,Ya,2,Tidak,2
44,Laki-laki,Karyawan,361.0,Ya,Ya,105.0,Tidak,Ya,Tidak,522.0,4,Ya,Ya,0.0,Tidak,Negatif,4.5,1,2,3,Ya,Ya,3,Tidak,3
19,Perempuan,Karyawan,510.0,Ya,Ya,84.0,Tidak,Tidak,Tidak,322.0,1,Tidak,Tidak,82.0,Ya,Negatif,1.0,4,3,4,Tidak,Tidak,4,Tidak,1
22,Laki-laki,Dokter,384.0,Tidak,Ya,43.0,Ya,Tidak,Tidak,422.0,3,Ya,Ya,137.0,Ya,Netral,3.0,4,2,2,Tidak,Tidak,3,Tidak,2
27,Perempuan,Mahasiswa,387.0,Tidak,Tidak,25.0,Tidak,Tidak,Tidak,379.0,2,Tidak,Tidak,52.0,Tidak,Positif,1.3,4,5,5,Ya,Tidak,3,Ya,1
37,Perempuan,Guru,418.0,Ya,Tidak,97.0,Ya,Tidak,Ya,537.0,5,Ya,Ya,22.0,Tidak,Negatif,3.5,2,1,1,Ya,Tidak,1,Ya,3
50,Perempuan,Irt,356.0,Tidak,Tidak,7.0,Ya,Tidak,Tidak,337.0,1,Tidak,Tidak,85.0,Tidak,Campur,1.2,3,3,3,Tidak,Tidak,4,Tidak,1
25,Laki-laki,Freelancer,418.0,Tidak,Tidak,20.0,Tidak,Tidak,Tidak,438.0,1,Tidak,Ya,73.0,Ya,Negatif,1.0,5,3,4,Tidak,Tidak,4,Ya,1
33,Perempuan,Karyawan,439.0,Tidak,Tidak,21.0,Ya,Tidak,Tidak,406.0,3,Tidak,Tidak,103.0,Tidak,Negatif,1.1,4,5,4,Tidak,Tidak,4,Tidak,1
33,Perempuan,Dokter,410.0,Ya,Tidak,50.0,Tidak,Tidak,Tidak,510.0,4,Tidak,Ya,40.0,Ya,Campur,3.0,3,4,3,Ya,Ya,3,Tidak,2
24,Laki-laki,Irt,523.0,Tidak,Ya,14.0,Tidak,Tidak,Tidak,380.0,2,Tidak,Tidak,102.0,Ya,Positif,1.5,4,3,4,Tidak,Tidak,5,Ya,1
39,Laki-laki,Karyawan,315.0,Ya,Tidak,100.0,Tidak,Tidak,Ya,673.0,3,Ya,Ya,25.0,Tidak,Negatif,4.7,1,2,1,Ya,Ya,3,Tidak,3
43,Perempuan,Irt,357.0,Ya,Ya,56.0,Ya,Ya,Tidak,557.0,5,Tidak,Tidak,78.0,Tidak,Campur,4.3,2,1,2,Ya,Ya,2,Tidak,3
33,Laki-laki,Guru,480.0,Tidak,Tidak,0.0,Ya,Tidak,Tidak,479.0,2,Tidak,Tidak,51.0,Tidak,Campur,2.4,3,4,3,Tidak,Tidak,4,Ya,1
44,Laki-laki,Freelancer,544.0,Ya,Ya,98.0,Ya,Tidak,Ya,499.0,4,Ya,Tidak,0.0,Tidak,Netral,2.2,4,3,2,Ya,Tidak,3,Ya,2
19,Perempuan,Mahasiswa,405.0,Tidak,Tidak,6.0,Ya,Tidak,Tidak,459.0,2,Tidak,Tidak,41.0,Tidak,Positif,1.5,4,5,5,Tidak,Tidak,4,Ya,1
43,Perempuan,Guru,545.0,Tidak,Tidak,32.0,Tidak,Ya,Ya,467.0,3,Tidak,Tidak,13.0,Tidak,Negatif,3.3,4,2,2,Tidak,Tidak,3,Tidak,2
25,Laki-laki,Karyawan,442.0,Tidak,Tidak,0.0,Tidak,Tidak,Tidak,377.0,2,Tidak,Tidak,53.0,Ya,Positif,1.8,4,4,4,Tidak,Tidak,4,Tidak,1
38,Perempuan,Irt,526.0,Tidak,Tidak,61.0,Tidak,Tidak,Tidak,345.0,2,Tidak,Tidak,85.0,Tidak,Campur,1.7,5,5,4,Tidak,Tidak,5,Ya,1
41,Laki-laki,Freelancer,376.0,Tidak,Tidak,35.0,Ya,Tidak,Tidak,414.0,4,Tidak,Ya,58.0,Tidak,Positif,2.1,4,3,2,Tidak,Ya,3,Tidak,2
24,Laki-laki,Karyawan,451.0,Tidak,Tidak,0.0,Tidak,Tidak,Tidak,318.0,2,Tidak,Tidak,47.0,Ya,Netral,1.7,5,5,4,Tidak,Tidak,5,Ya,1
31,Perempuan,Karyawan,347.0,Ya,Ya,83.0,Tidak,Tidak,Ya,634.0,4,Ya,Ya,10.0,Ya,Negatif,4.3,1,3,2,Tidak,Tidak,2,Ya,3
28,Perempuan,Freelancer,355.0,Ya,Tidak,67.0,Tidak,Tidak,Ya,479.0,3,Tidak,Tidak,44.0,Tidak,Netral,2.7,4,3,4,Ya,Tidak,3,Tidak,2
44,Laki-laki,Freelancer,332.0,Ya,Ya,85.0,Ya,Tidak,Ya,655.0,3,Tidak,Ya,0.0,Tidak,Campur,4.1,2,1,2,Ya,Ya,1,Tidak,3
45,Laki-laki,Karyawan,353.0,Ya,Tidak,56.0,Ya,Ya,Ya,618.0,4,Ya,Ya,52.0,Tidak,Negatif,3.8,2,3,1,Tidak,Ya,1,Tidak,3
27,Perempuan,Karyawan,226.0,Ya,Tidak,90.0,Tidak,Ya,Tidak,651.0,5,Ya,Tidak,45.0,Ya,Positif,4.7,3,2,2,Ya,Tidak,2,Ya,3
23,Perempuan,Dokter,346.0,Tidak,Ya,36.0,Ya,Ya,Tidak,482.0,3,Ya,Tidak,18.0,Tidak,Netral,2.4,3,3,4,Tidak,Tidak,2,Tidak,2
27,Perempuan,Wirausaha,371.0,Ya,Ya,68.0,Tidak,Ya,Tidak,495.0,2,Tidak,Tidak,39.0,Tidak,Negatif,3.1,4,3,2,Tidak,Ya,2,Ya,2
37,Perempuan,Irt,550.0,Ya,Tidak,49.0,Ya,Tidak,Ya,520.0,3,Ya,Tidak,35.0,Tidak,Negatif,2.1,3,3,3,Ya,Ya,4,Ya,2
49,Laki-laki,Karyawan,287.0,Ya,Ya,103.0,Tidak,Ya,Tidak,479.0,4,Ya,Ya,14.0,Tidak,Campur,4.9,2,2,1,Ya,Ya,1,Tidak,3
35,Perempuan,Dokter,433.0,Tidak,Tidak,73.0,Tidak,Ya,Tidak,472.0,4,Tidak,Tidak,25.0,Tidak,Campur,3.4,3,4,4,Tidak,Tidak,4,Tidak,2
41,Perempuan,Karyawan,402.0,Ya,Tidak,56.0,Ya,Tidak,Tidak,479.0,3,Ya,Tidak,12.0,Tidak,Netral,4.4,1,2,1,Tidak,Ya,2,Tidak,3
49,Perempuan,Mahasiswa,457.0,Tidak,Tidak,28.0,Ya,Tidak,Ya,325.0,2,Tidak,Tidak,101.0,Ya,Netral,1.5,5,3,4,Tidak,Tidak,4,Tidak,1
27,Perempuan,Guru,447.0,Tidak,Tidak,34.0,Tidak,Tidak,Tidak,423.0,1,Tidak,Tidak,79.0,Tidak,Positif,1.7,5,3,5,Ya,Tidak,4,Ya,1
43,Laki-laki,Guru,505.0,Tidak,Ya,30.0,Tidak,Tidak,Tidak,447.0,2,Tidak,Tidak,68.0,Tidak,Campur,1.2,5,5,4,Tidak,Tidak,5,Ya,1
41,Perempuan,Karyawan,288.0,Ya,Tidak,72.0,Ya,Tidak,Ya,618.0,4,Ya,Ya,21.0,Tidak,Negatif,5.0,1,1,2,Ya,Ya,2,Ya,3
50,Laki-laki,Karyawan,531.0,Tidak,Tidak,0.0,Tidak,Tidak,Tidak,495.0,2,Tidak,Tidak,95.0,Ya,Positif,1.5,5,4,3,Tidak,Tidak,5,Tidak,1
28,Perempuan,Dokter,476.0,Ya,Tidak,56.0,Tidak,Ya,Ya,478.0,5,Tidak,Tidak,71.0,Tidak,Negatif,2.2,3,4,3,Ya,Tidak,2,Ya,2
30,Perempuan,Mahasiswa,431.0,Tidak,Tidak,100.0,Ya,Ya,Tidak,481.0,3,Ya,Ya,37.0,Tidak,Campur,3.1,3,3,3,Tidak,Ya,4,Tidak,2
48,Laki-laki,Wirausaha,552.0,Ya,Tidak,0.0,Tidak,Tidak,Tidak,413.0,3,Tidak,Tidak,101.0,Ya,Positif,1.0,5,3,5,Tidak,Tidak,5,Ya,1
39,Perempuan,Freelancer,472.0,Tidak,Tidak,42.0,Ya,Tidak,Tidak,515.0,4,Tidak,Ya,92.0,Ya,Negatif,2.8,3,3,2,Tidak,Tidak,4,Tidak,2
38,Laki-laki,Irt,366.0,Ya,Ya,61.0,Tidak,Tidak,Tidak,389.0,4,Ya,Ya,52.0,Tidak,Positif,2.1,2,3,3,Tidak,Tidak,4,Ya,2
23,Perempuan,Guru,359.0,Tidak,Tidak,30.0,Tidak,Tidak,Tidak,374.0,3,Tidak,Tidak,80.0,Ya,Positif,1.5,3,4,4,Tidak,Tidak,4,Tidak,1
36,Laki-laki,Karyawan,272.0,Tidak,Tidak,60.0,Ya,Ya,Tidak,419.0,3,Ya,Tidak,41.0,Tidak,Negatif,2.9,2,2,2,Tidak,Ya,3,Tidak,2
47,Perempuan,Karyawan,376.0,Ya,Ya,75.0,Tidak,Tidak,Tidak,570.0,4,Ya,Ya,52.0,Tidak,Negatif,3.8,1,2,1,Ya,Ya,3,Tidak,3
34,Laki-laki,Mahasiswa,296.0,Tidak,Tidak,88.0,Ya,Tidak,Tidak,585.0,5,Ya,Ya,4.0,Tidak,Negatif,4.1,1,2,2,Tidak,Tidak,1,Tidak,3
25,Perempuan,Mahasiswa,418.0,Ya,Tidak,78.0,Ya,Tidak,Tidak,483.0,3,Ya,Ya,53.0,Ya,Negatif,2.9,4,3,3,Tidak,Ya,4,Ya,2
43,Laki-laki,Guru,483.0,Tidak,Tidak,57.0,Tidak,Tidak,Tidak,484.0,3,Tidak,Ya,49.0,Tidak,Positif,2.7,2,3,4,Tidak,Tidak,3,Ya,2
29,Perempuan,Guru,418.0,Tidak,Tidak,15.0,Tidak,Tidak,Tidak,440.0,1,Tidak,Tidak,137.0,Ya,Netral,1.9,3,4,4,Tidak,Ya,3,Tidak,1
42,Laki-laki,Karyawan,319.0,Ya,Tidak,75.0,Tidak,Ya,Tidak,659.0,3,Ya,Tidak,20.0,Tidak,Negatif,4.8,2,2,3,Tidak,Tidak,2,Tidak,3
19,Perempuan,Karyawan,468.0,Tidak,Tidak,43.0,Tidak,Tidak,Tidak,407.0,1,Tidak,Tidak,67.0,Tidak,Positif,2.1,5,4,3,Tidak,Tidak,4,Ya,1
29,Laki-laki,Guru,372.0,Ya,Ya,58.0,Ya,Ya,Tidak,478.0,3,Ya,Tidak,111.0,Ya,Netral,2.5,3,2,4,Tidak,Ya,3,Tidak,2
43,Laki-laki,Karyawan,461.0,Tidak,Tidak,18.0,Ya,Ya,Tidak,346.0,3,Tidak,Tidak,52.0,Ya,Positif,1.0,4,3,4,Tidak,Tidak,4,Tidak,1
27,Laki-laki,Karyawan,493.0,Ya,Tidak,66.0,Ya,Tidak,Tidak,467.0,3,Tidak,Tidak,85.0,Ya,Netral,2.2,4,3,3,Tidak,Tidak,3,Tidak,2
33,Perempuan,Guru,433.0,Tidak,Tidak,23.0,Tidak,Tidak,Tidak,357.0,1,Tidak,Tidak,113.0,Ya,Positif,1.3,4,4,3,Tidak,Tidak,4,Ya,1
41,Perempuan,Dokter,361.0,Ya,Tidak,59.0,Ya,Tidak,Tidak,529.0,4,Ya,Ya,12.0,Ya,Campur,3.0,2,1,2,Ya,Tidak,2,Tidak,3
42,Perempuan,Freelancer,466.0,Tidak,Tidak,68.0,Ya,Tidak,Tidak,571.0,4,Tidak,Tidak,46.0,Tidak,Campur,3.2,3,3,4,Tidak,Tidak,2,Tidak,2
42,Laki-laki,Karyawan,490.0,Tidak,Tidak,119.0,Ya,Tidak,Tidak,492.0,2,Ya,Ya,43.0,Ya,Campur,3.6,2,4,4,Tidak,Ya,4,Tidak,2
34,Laki-laki,Dokter,587.0,Tidak,Tidak,0.0,Tidak,Tidak,Tidak,431.0,2,Tidak,Tidak,70.0,Tidak,Positif,1.3,5,3,3,Tidak,Tidak,4,Ya,1
48,Perempuan,Karyawan,327.0,Ya,Tidak,103.0,Ya,Ya,Ya,451.0,5,Ya,Ya,45.0,Tidak,Netral,4.7,1,1,3,Ya,Tidak,3,Tidak,3
36,Perempuan,Mahasiswa,524.0,Tidak,Tidak,13.0,Tidak,Tidak,Tidak,360.0,1,Tidak,Tidak,82.0,Ya,Positif,1.6,5,4,4,Tidak,Tidak,4,Ya,1
25,Laki-laki,Karyawan,438.0,Tidak,Ya,81.0,Ya,Tidak,Ya,440.0,3,Tidak,Tidak,45.0,Tidak,Negatif,3.1,2,3,4,Tidak,Tidak,2,Tidak,2
34,Laki-laki,Mahasiswa,502.0,Ya,Tidak,58.0,Tidak,Tidak,Ya,552.0,2,Tidak,Ya,42.0,Tidak,Positif,2.5,3,2,2,Tidak,Tidak,3,Tidak,2
38,Laki-laki,Irt,338.0,Ya,Ya,111.0,Ya,Tidak,Tidak,582.0,5,Ya,Ya,52.0,Ya,Campur,4.2,3,2,3,Ya,Tidak,1,Ya,3
44,Perempuan,Karyawan,579.0,Tidak,Tidak,0.0,Tidak,Tidak,Tidak,359.0,1,Tidak,Tidak,127.0,Tidak,Positif,2.5,4,4,5,Ya,Tidak,3,Ya,1
44,Perempuan,Karyawan,470.0,Tidak,Ya,56.0,Ya,Tidak,Tidak,457.0,3,Tidak,Tidak,40.0,Tidak,Positif,2.6,3,3,4,Ya,Tidak,3,Tidak,2
35,Perempuan,Karyawan,395.0,Tidak,Tidak,22.0,Ya,Tidak,Ya,425.0,3,Ya,Tidak,88.0,Tidak,Netral,2.4,3,3,3,Tidak,Tidak,3,Ya,2
20,Perempuan,Dokter,285.0,Ya,Ya,85.0,Ya,Tidak,Tidak,595.0,3,Ya,Ya,0.0,Tidak,Negatif,3.7,1,3,2,Ya,Tidak,2,Tidak,3
24,Laki-laki,Mahasiswa,465.0,Tidak,Tidak,30.0,Ya,Ya,Tidak,538.0,1,Tidak,Tidak,80.0,Ya,Negatif,1.0,4,5,4,Tidak,Tidak,4,Ya,1
37,Perempuan,Dokter,402.0,Tidak,Tidak,64.0,Tidak,Ya,Tidak,413.0,4,Tidak,Tidak,7.0,Tidak,Netral,2.8,3,3,3,Tidak,Ya,3,Ya,2
36,Laki-laki,Mahasiswa,419.0,Ya,Tidak,56.0,Tidak,Tidak,Tidak,283.0,2,Tidak,Tidak,103.0,Ya,Positif,1.3,4,4,4,Tidak,Tidak,4,Ya,1
27,Perempuan,Freelancer,418.0,Tidak,Tidak,35.0,Ya,Tidak,Tidak,313.0,2,Tidak,Tidak,102.0,Ya,Positif,2.0,4,4,5,Tidak,Tidak,3,Ya,1
26,Laki-laki,Karyawan,418.0,Tidak,Tidak,56.0,Tidak,Tidak,Tidak,340.0,1,Tidak,Tidak,87.0,Ya,Positif,1.9,4,5,3,Tidak,Tidak,5,Ya,1
33,Perempuan,Guru,253.0,Ya,Ya,68.0,Tidak,Ya,Ya,484.0,4,Ya,Ya,32.0,Tidak,Positif,4.5,1,2,1,Ya,Ya,3,Ya,3
44,Laki-laki,Mahasiswa,418.0,Ya,Tidak,28.0,Tidak,Tidak,Tidak,248.0,2,Tidak,Tidak,105.0,Ya,Positif,1.4,4,5,3,Tidak,Tidak,4,Tidak,1
44,Laki-laki,Karyawan,368.0,Ya,Ya,93.0,Ya,Tidak,Tidak,537.0,4,Ya,Ya,0.0,Tidak,Campur,3.7,2,3,2,Ya,Ya,2,Tidak,3
33,Perempuan,Irt,512.0,Tidak,Tidak,60.0,Tidak,Ya,Tidak,479.0,3,Tidak,Tidak,77.0,Tidak,Positif,2.2,5,5,3,Tidak,Tidak,5,Tidak,1
44,Laki-laki,Karyawan,309.0,Ya,Tidak,118.0,Ya,Tidak,Ya,522.0,5,Tidak,Ya,50.0,Tidak,Negatif,4.3,1,1,2,Ya,Tidak,2,Tidak,3
28,Laki-laki,Freelancer,367.0,Ya,Ya,79.0,Tidak,Tidak,Tidak,468.0,3,Ya,Tidak,29.0,Tidak,Campur,2.3,4,2,3,Tidak,Ya,3,Tidak,2
33,Laki-laki,Mahasiswa,537.0,Tidak,Ya,13.0,Tidak,Tidak,Tidak,419.0,1,Tidak,Tidak,111.0,Ya,Positif,1.0,3,5,5,Tidak,Tidak,4,Ya,1
23,Laki-laki,Karyawan,367.0,Tidak,Tidak,55.0,Ya,Tidak,Tidak,509.0,4,Ya,Tidak,58.0,Ya,Campur,3.0,3,3,3,Tidak,Tidak,3,Tidak,2
22,Laki-laki,Mahasiswa,534.0,Tidak,Tidak,32.0,Ya,Tidak,Tidak,379.0,3,Tidak,Tidak,90.0,Tidak,Campur,1.4,4,4,4,Tidak,Tidak,5,Ya,1
49,Laki-laki,Irt,508.0,Tidak,Tidak,35.0,Ya,Ya,Tidak,510.0,3,Tidak,Ya,41.0,Ya,Positif,3.0,3,3,3,Tidak,Ya,3,Ya,2
33,Perempuan,Mahasiswa,475.0,Ya,Tidak,32.0,Ya,Ya,Tidak,512.0,3,Ya,Tidak,0.0,Ya,Netral,3.8,2,4,3,Ya,Ya,3,Tidak,2
23,Laki-laki,Wirausaha,418.0,Tidak,Tidak,40.0,Ya,Tidak,Tidak,449.0,3,Tidak,Tidak,52.0,Ya,Netral,2.0,3,2,3,Tidak,Tidak,3,Tidak,2
31,Laki-laki,Karyawan,370.0,Ya,Tidak,39.0,Tidak,Tidak,Tidak,543.0,3,Tidak,Tidak,27.0,Ya,Campur,2.3,5,4,3,Ya,Ya,3,Tidak,2
34,Perempuan,Karyawan,311.0,Ya,Ya,105.0,Ya,Tidak,Tidak,479.0,5,Ya,Ya,44.0,Tidak,Negatif,5.0,1,2,2,Ya,Ya,3,Ya,3
23,Perempuan,Karyawan,495.0,Tidak,Tidak,32.0,Tidak,Tidak,Tidak,292.0,4,Ya,Tidak,75.0,Tidak,Positif,1.6,5,5,4,Tidak,Ya,4,Ya,1
47,Laki-laki,Irt,350.0,Ya,Tidak,56.0,Ya,Tidak,Tidak,675.0,4,Ya,Tidak,20.0,Tidak,Negatif,3.1,2,2,3,Tidak,Ya,2,Tidak,3
49,Perempuan,Guru,278.0,Ya,Ya,97.0,Ya,Ya,Tidak,703.0,4,Ya,Ya,17.0,Tidak,Negatif,3.5,3,3,3,Ya,Tidak,2,Tidak,3
32,Laki-laki,Guru,549.0,Tidak,Tidak,23.0,Ya,Tidak,Tidak,280.0,1,Tidak,Tidak,69.0,Ya,Positif,1.7,5,5,4,Tidak,Tidak,4,Ya,1
24,Perempuan,Karyawan,527.0,Tidak,Tidak,18.0,Tidak,Ya,Tidak,292.0,2,Ya,Tidak,87.0,Tidak,Positif,1.9,5,5,4,Tidak,Tidak,4,Tidak,1
32,Perempuan,Freelancer,412.0,Tidak,Tidak,47.0,Ya,Tidak,Tidak,425.0,3,Ya,Tidak,45.0,Tidak,Netral,2.9,3,3,3,Tidak,Ya,3,Ya,2
28,Laki-laki,Mahasiswa,392.0,Ya,Tidak,18.0,Ya,Ya,Tidak,363.0,2,Tidak,Tidak,57.0,Tidak,Positif,2.4,3,3,3,Ya,Tidak,3,Tidak,2
20,Laki-laki,Karyawan,510.0,Tidak,Tidak,19.0,Tidak,Tidak,Tidak,272.0,2,Tidak,Tidak,120.0,Ya,Netral,1.5,4,4,5,Tidak,Tidak,4,Tidak,1
18,Perempuan,Guru,475.0,Tidak,Tidak,18.0,Tidak,Ya,Tidak,479.0,2,Tidak,Tidak,86.0,Ya,Negatif,1.1,5,4,4,Tidak,Tidak,5,Tidak,1
49,Perempuan,Karyawan,344.0,Ya,Ya,56.0,Ya,Tidak,Ya,640.0,4,Ya,Ya,81.0,Tidak,Negatif,5.0,4,2,2,Ya,Ya,3,Ya,3
36,Perempuan,Irt,432.0,Ya,Tidak,42.0,Ya,Tidak,Tidak,408.0,3,Ya,Ya,37.0,Ya,Netral,2.6,2,2,3,Tidak,Tidak,3,Tidak,2
33,Perempuan,Karyawan,440.0,Tidak,Tidak,26.0,Tidak,Ya,Tidak,387.0,1,Ya,Ya,113.0,Ya,Netral,1.0,3,3,5,Tidak,Tidak,4,Ya,1
38,Laki-laki,Guru,469.0,Ya,Ya,87.0,Ya,Tidak,Tidak,614.0,5,Ya,Ya,37.0,Tidak,Negatif,4.0,1,3,3,Tidak,Tidak,2,Tidak,3
50,Perempuan,Dokter,304.0,Tidak,Ya,110.0,Tidak,Tidak,Ya,642.0,5,Ya,Ya,64.0,Tidak,Negatif,3.1,1,2,1,Tidak,Tidak,1,Tidak,3
33,Laki-laki,Freelancer,384.0,Ya,Tidak,26.0,Tidak,Tidak,Tidak,454.0,3,Ya,Ya,48.0,Tidak,Negatif,1.3,3,2,3,Tidak,Ya,3,Ya,2
47,Laki-laki,Wirausaha,274.0,Ya,Ya,114.0,Ya,Tidak,Tidak,453.0,4,Ya,Tidak,52.0,Tidak,Campur,4.1,2,2,2,Tidak,Tidak,2,Tidak,3
44,Perempuan,Mahasiswa,477.0,Tidak,Tidak,51.0,Tidak,Tidak,Ya,479.0,1,Tidak,Tidak,123.0,Ya,Campur,1.7,4,4,4,Tidak,Ya,5,Tidak,1
41,Laki-laki,Wirausaha,509.0,Tidak,Ya,71.0,Tidak,Tidak,Ya,424.0,3,Tidak,Tidak,51.0,Tidak,Negatif,2.6,4,3,4,Tidak,Tidak,2,Ya,2
22,Perempuan,Irt,431.0,Tidak,Ya,0.0,Ya,Tidak,Tidak,248.0,2,Tidak,Tidak,137.0,Ya,Positif,2.1,4,5,5,Tidak,Tidak,4,Tidak,1
20,Laki-laki,Guru,498.0,Tidak,Tidak,29.0,Tidak,Tidak,Tidak,327.0,3,Ya,Tidak,46.0,Ya,Positif,2.1,5,4,4,Tidak,Tidak,4,Ya,1
34,Perempuan,Karyawan,480.0,Ya,Tidak,31.0,Tidak,Tidak,Tidak,406.0,3,Tidak,Tidak,52.0,Tidak,Positif,2.8,3,3,4,Tidak,Tidak,3,Ya,2
24,Laki-laki,Karyawan,408.0,Ya,Tidak,7.0,Tidak,Tidak,Tidak,309.0,2,Tidak,Tidak,110.0,Ya,Positif,1.5,5,4,4,Tidak,Tidak,5,Ya,1
41,Perempuan,Dokter,430.0,Ya,Ya,48.0,Ya,Ya,Tidak,423.0,3,Tidak,Tidak,55.0,Ya,Negatif,1.8,3,3,3,Ya,Tidak,2,Ya,2
41,Laki-laki,Karyawan,362.0,Ya,Ya,56.0,Ya,Tidak,Tidak,714.0,3,Tidak,Ya,0.0,Tidak,Negatif,4.3,2,1,2,Ya,Ya,1,Tidak,3
49,Perempuan,Karyawan,567.0,Tidak,Ya,42.0,Tidak,Tidak,Tidak,370.0,1,Tidak,Tidak,0.0,Ya,Campur,1.3,4,4,4,Tidak,Tidak,4,Ya,1
23,Perempuan,Freelancer,497.0,Tidak,Tidak,29.0,Ya,Tidak,Tidak,308.0,3,Tidak,Tidak,52.0,Ya,Positif,2.2,4,4,4,Ya,Tidak,4,Tidak,1
41,Perempuan,Mahasiswa,363.0,Ya,Tidak,82.0,Ya,Tidak,Tidak,628.0,4,Ya,Tidak,0.0,Tidak,Campur,3.9,2,3,2,Tidak,Ya,2,Tidak,3
35,Laki-laki,Freelancer,394.0,Tidak,Tidak,56.0,Tidak,Tidak,Tidak,381.0,2,Tidak,Tidak,82.0,Tidak,Netral,2.3,3,5,5,Tidak,Tidak,5,Ya,1
20,Laki-laki,Guru,464.0,Tidak,Tidak,77.0,Ya,Tidak,Tidak,453.0,3,Ya,Tidak,58.0,Ya,Negatif,2.8,3,4,3,Tidak,Tidak,4,Ya,2
38,Laki-laki,Karyawan,518.0,Tidak,Tidak,23.0,Ya,Tidak,Tidak,410.0,2,Ya,Tidak,32.0,Ya,Netral,3.3,2,4,3,Tidak,Ya,3,Tidak,2
33,Perempuan,Freelancer,402.0,Ya,Ya,57.0,Ya,Ya,Tidak,668.0,3,Ya,Ya,0.0,Tidak,Negatif,3.8,1,2,2,Ya,Ya,2,Tidak,3
24,Perempuan,Karyawan,323.0,Ya,Tidak,65.0,Ya,Tidak,Ya,626.0,4,Ya,Tidak,56.0,Tidak,Negatif,4.7,1,3,2,Ya,Tidak,2,Tidak,3
40,Laki-laki,Irt,332.0,Ya,Ya,88.0,Ya,Ya,Tidak,687.0,5,Ya,Ya,0.0,Tidak,Negatif,4.6,3,3,3,Tidak,Ya,3,Tidak,3
